"Article"	"Len"	"BadFreqs"	"Len1"	"Len2"	"Len3"	"Len4"	"Class" 
" ab:Ашаблон:Commonscat ace:Pola:Commonscat af:Sjabloon:Commons-kategorie als:Vorlage:Commonscat am:መለጠፊያ:Commonscat an:Plantilla:Commonscat ang:Bysen:Commonscat ar:قالب:تصنيف كومنز arc:ܩܠܒܐ:Commonscat arz:قالب:تصنيف كومنز as:সাঁচ:Commons category ast:Plantía:Commonscat av:Шаблон:Commonscat az:Şablon:Commonscat ba:Ҡалып:Commonscat bar:Vorlog:Commonscat bat-smg:Šabluons:Commonscat be:Шаблон:Commonscat be-x-old:Шаблён:Commonscat bg:Шаблон:Commonscat bjn:Citakan:Commons category bm:Modèle:Commonscat bn:টেমপ্লেট:কমন্স বিষয়শ্রেণী br:Patrom:Commonscat bs:Šablon:Commonscat bug:Templat:Commonscat bxr:Template:Commonscat ca:Plantilla:Commonscat cbk-zam:Plantilla:Commonscat ce:Куцкеп:Commonscat ceb:Plantilya:Commonscat ch:Template:Commonscat chr:Template:Commonscat ckb:داڕێژە:کۆمنز-پۆل cr:Template:Commonscat crh:Şablon:CommonsKat cs:Šablona:Commonscat cu:Обраꙁьць:Commonscat cv:Шаблон:Commonscat da:Skabelon:Commonscat de:Vorlage:Commonscat diq:Şablon:Commonscat dsb:Pśedłoga:Commonscat dv:ފަންވަތް:Commonscat el:Πρότυπο:Commonscat en:Template:Commons category eo:Ŝablono:Commonscat es:Plantilla:Commonscat et:Mall:Commonsi kategooria eu:Txantiloi:Commonskat ext:Prantilla:Commonscat fa:الگو:انبار-رده fi:Malline:Commonscat fiu-vro:Näüdüs:Commonscat fj:Template:Commonscat fo:Fyrimynd:Commonscat fr:Modèle:Commonscat frp:Modèlo:Commonscat frr:Vorlage:Commonscat fy:Berjocht:Commonscat ga:Teimpléad:Catcómhaoin gag:Şablon:Commonscat gd:Teamplaid:Commonscat gl:Modelo:Commonscat gn:Tembiecharã:Commonscat gu:ઢાંચો:Commonscat gv:Clowan:Commonscat ha:Template:Commonscat hak:Template:Commonscat he:תבנית:Commonscat hi:साँचा:कॉमन्स श्रेणी hif:Template:Commonscat hr:Predložak:Commonscat hsb:Předłoha:Commonscat ht:Modèl:Commonscat hu:Sablon:Commonskat hy:Կաղապար:Վիքիպահեստ կատեգորիա ia:Patrono:Commonscat id:Templat:Commonscat ie:Avise:Commonscat ik:Template:Commonscat ilo:Plantilia:Commons category io:Shablono:Commonscat is:Snið:CommonsCat it:Template:Commonscat ja:Template:Commonscat jv:Cithakan:Commonscat ka:თარგი:Commons cat kaa:Shablon:Commons cat kab:Talɣa:Commonscat kg:Template:Commonscat ki:Template:Commonscat kk:Үлгі:Commons category kl:Ilisserut:Commonscat km:ទំព័រគំរូ:Commonscat kn:ಟೆಂಪ್ಲೇಟು:Commonscat ko:틀:위키공용분류 koi:Шаблон:Commonscat krc:Шаблон:Commonscat ksh:Schablon:Commonscat ku:Şablon:Commonscat kv:Шаблон:Commonscat ky:Калып:Commonscat la:Formula:CommuniaCat lad:Xablón:Commonscat lb:Schabloun:Commonscat lbe:Шаблон:Commonscat lez:Шаблон:Commonscat li:Sjabloon:Commonscat lmo:Mudel:Commonscat ln:Modèle:Commonscat lo:ແມ່ແບບ:Commonscat lt:Šablonas:Commonscat ltg:Taiss:Commonscat lv:Veidne:Commonscat map-bms:Cithakan:Commonscat mdf:Шаблон:Commonscat mg:Endrika:Commons category mhr:Кышкар:Commonscat mi:Template:Commonscat min:Templat:Commonscat mk:Шаблон:Ризница-врска ml:ഫലകം:Commonscat mn:Загвар:Commonscat mr:साचा:कॉमन्स वर्ग mrj:Шаблон:Commonscat ms:Templat:Kategori Commons mwl:Modelo:Commonscat my:Template:Commonscat nah:Nemachiyōtīlli:Commonscat nds-nl:Mal:Commonscat ne:ढाँचा:Commonscat new:Template:Commonscat nl:Sjabloon:Commonscat nn:Mal:Commonscat no:Mal:Commonscat nso:Template:Commonscat oc:Modèl:Commonscat om:Template:Commonscat or:ଛାଞ୍ଚ:Commons category os:Хуызæг:Commonscat pa:ਫਰਮਾ:ਕਾਮਨਜ਼ ਸ਼੍ਰੇਣੀ pam:Template:Commonscat pcd:Modèle:Commonscat pdc:Moddel:Commonscat pfl:Vorlach:Commonscat pih:Template:Commonscat pl:Szablon:Commonscat pnb:Template:Commons category pnt:Πρότυπον:Commonscat pt:Predefinição:Commonscat qu:Plantilla:Commonscat rm:Model:Commonscat ro:Format:Commonscat roa-tara:Template:Commonscat ru:Шаблон:Commonscat rue:Шаблона:Commonscat rw:Template:Commonscat sa:फलकम्:Commonscat sah:Халыып:Commonscat scn:Template:Commonscat sco:Template:Commonscat sd:سانچو:Commonscat se:Málle:Commonscat sh:Šablon:Commonscat si:සැකිල්ල:කොමන්ස්ප්‍රවර්ග simple:Template:Commons category sk:Šablóna:Commonscat sl:Predloga:Kategorija v Zbirki so:Template:Commonscat sq:Stampa:Commonskat sr:Шаблон:Commonscat stq:Foarloage:Commonscat su:Citakan:Commonscat sv:Mall:Commonscat sw:Kigezo:Commons category szl:Muster:Commonscat ta:வார்ப்புரு:Commons category te:మూస:Commonscat tg:Шаблон:Commonscat th:แม่แบบ:คอมมอนส์-หมวดหมู่ tk:Şablon:Commons cat tl:Padron:Commonscat tn:Template:Commons cat tpi:Templet:Commons category tr:Şablon:Commons kategori ts:Template:Commonscat tt:Калып:Commonscat ty:Modèle:Commonscat uk:Шаблон:Commonscat ur:سانچہ:زمرہ کومنز uz:Andoza:Commonscat vec:Modèl:Commonscat vi:Bản mẫu:Commonscat vls:Patrôon:Commonscat vo:Samafomot:Commonscat wa:Modele:Commons category war:Batakan:Commonscat wuu:模板:Commonscat xal:Кевләр:Commonscat xmf:თარგი:Commons cat yi:מוסטער:Commonscat yo:Àdàkọ:Commonscat za:模板:Commonscat zea:Sjabloon:Commonscat zh:Template:Commonscat zh-classical:Template:共享類 zh-min-nan:Template:Commons category zh-yue:Template:同享類 zu:Template:Commonscat "	243	0	0	0	0	0	"bad"
"#перенаправление :Категория:Шаблонъёс:Файлъёс "	2	0	0	0	0	0	"bad"
"'''Визирма''' — Удмуртия|Удмуртиысь шур. Бызе Сьӧлта ёрос лэн но Сюмси ёрос лэн музъемъёстӥзы уйпалысен лымшорлань. Усе Калмез шур е. Кузьдалаез — 20 иськем. "	23	4	1	1	5	3	"bad"
"'''Кырчма''' — Удмуртия|Удмуртиысь шур. Солэн йылыз интыяськемын Киров улос лэн Уни ёрос аз. Шур бызе Сьӧлта ёрос лэн но Сюмси ёрос лэн музъемъёстӥзы уйпалысен лымшорлань. Усе Калмез шур е. Кузьдалаез — 52 иськем. Шур матын вань гуртъёс: Черпашур, Бибаны, Рысай, Кырчма. "	41	8	1	2	9	6	"bad"
"'''Уть''' — Удмуртия|Удмуртиысь шур. Солэн йылыз интыяськемын Красногорск ёрос ын Гаинцы гурт дорын. Шур бызе Красногорск ёрос лэн но Сьӧлта ёрос лэн музъемъёстӥзы. Усе Калмез шур е. Кузьдалаез — 107 иськем. Шуре усё:
* паллянысь — Каркалайка (Красногорск ёрос)|Каркалайка , Турна , Синепурка ;
* бурпалась — Осиновка , Ботаниха, Полом шур (Красногорск ёрос)|Полом , Чукшец . Уть шур дурын интыяськемын Красногорск ёросысь гуртъёс: Курья , Бадӟым Чуваши, Сычи . "	62	8	1	2	11	7	"bad"
"'''Пестерь''' — Удмуртия|Удмуртиысь шур. Солэн йылыз интыяськемын Красногорск ёрос ын Клабуки гурт дорын. Шур бызе Красногорск ёрос лэн, Эгра ёрос лэн но Сьӧлта ёрос лэн музъемъёстӥзы. Усе Калмез шур е. Кузьдалаез — 28 иськем. Шуре усё:
* паллянысь — Назбыль , Кокман шур|Кокман ;
* бурпалась — Лаптевка . Шур дурын интыяськемын гуртъёс: Клабуки но Коровкинцы. "	53	8	1	3	9	8	"bad"
"'''Нузык''' — Удмуртия|Удмуртиысь шур. Солэн йылыз интыяськемын Ува ёрос ын. Шур бызе Ува ёрос лэн, Сюмси ёрос лэн но Сьӧлта ёрос лэн музъемъёстӥзы лымшорысен уйпаллань. Усе Калмез шур е. Кузьдалаез — 21 иськем. "	33	7	1	2	9	5	"bad"
"'''Арлеть''' — Удмуртия|Удмуртиысь шур. Бызе Ува ёрос лэн но Сьӧлта ёрос лэн музъемъёстӥзы. Усе Калмез шур е. Кузьдалаез — 51 иськем. Шур дурын интыяськемын Сьӧлта ёросысь таӵе гуртъёс: Вутно, Вуж Монья, Чашкагурт, Покровцы, Кейлуд-Зюнья но Рожки. "	36	5	1	2	8	4	"bad"
"'''Арлеть''':
* Арлеть черкогурт|Арлеть — Эгра ёрос ысь черкогурт.
* Арлеть шур|Арлеть — Удмуртия|Удмуртиысь шур. "	15	2	0	0	2	2	"bad"
"'''Кутык''' — Удмуртия|Удмуртиысь шур. Бызе Эгра ёрос лэн музъемэтӥз. Солэн йылыз интыяськемын Чечеги гурт дорын. Усе Калмез шур е. Кузьдалаез — 26 иськем. "	23	3	1	0	4	4	"bad"
"'''Кульма''' — Киров улос ысь шур. Бызе Уржум ёрос лэн но Калмез ёрос лэн музъемъёстӥзы. Усе Калмез шур е. Кузьдалаез — 60 иськем. "	23	5	1	1	6	4	"bad"
"'''Лобань''' — Киров улос ысь шур. Тӧдьы Лобань но Сьӧд Лобань шуръёслэн огазе кариськемзылэсь кылдытэм шур. Бызе Богородское ёрос лэн, Нема ёрос лэн но Калмез ёрос лэн музъемъёстӥзы. Усе Калмез шур е. Кузьдалаез — 169 иськем. Шуре усё:
* паллянысь — Андык, Еранка, Сердик, Керзя, Вахма, Лумпунчик;
* бурпалась — Козлянка, Изерь, Ломик. "	53	7	1	2	9	8	"bad"
"'''Ныша''' — Удмуртия|Удмуртиысь шур. Солэн йылыз интыяськемын Кизнер ёрос ын Ныша гуртлэн шунды пуксён палаз. Шур бызе Кизнер ёрос лэн но Можга ёрос лэн музъемъёстӥзы. Усе Вало шуре. Кузьдалаез — 39 иськем. Нышае усё Вишурка но Чембай шуръёс. Шур дурын вань гуртъёс: Ныша, Можга. "	44	6	0	3	7	10	"bad"
"'''Сюга''' — Удмуртия|Удмуртиысь шур. Солэн йылыз интыяськемын Кизнер ёрос ын Люга станция матын. Шур бызе Можга ёрос лэн музъемэтӥз. Усе Вало шуре. Кузьдалаез — 35 иськем. Сюга шур дурын Можга кар интыяськемын. "	32	5	0	1	6	8	"bad"
"'''Сюгинка''' — Удмуртия|Удмуртиысь шур. Бызе Вавож ёрос лэн но Можга ёрос лэн музъемъёстӥзы. Усе Вало шуре. Кузьдалаез — 27 иськем. "	20	3	0	1	4	5	"bad"
"'''Кельвай''' — Удмуртия|Удмуртиысь шур. Бызе Можга ёрос лэн музъемэтӥз. Усе Вало шуре. Кузьдалаез — 20 иськем. "	16	2	0	0	3	4	"bad"
"'''Кылт''' — Удмуртия|Удмуртиысь шур. Бызе Кизнер ёрос лэн но Вавож ёрос лэн музъемъёстӥзы. Усе Вало шуре. Кузьдалаез — 52 иськем. Шуре усё:
* паллянысь — Пинжанка , Лыштанка , Тушма ;
* бурпалась — Турмек . "	32	3	0	1	5	7	"good"
"'''Седмурча''' — Удмуртия|Удмуртиысь шур. Солэн йылыз интыяськемын Квачи гурт матын. Шур бызе Вавож ёрос лэн музъемэтӥз. Усе Вало шуре. Кузьдалаез — 33 иськем. "	23	3	0	0	4	5	"bad"
"'''Идык''' — Киров улосысь шур. Бызе Калмез ёрос лэн музъемэтӥз. Усе Вало шуре. Кузьдалаез — 38 иськем. "	17	2	0	0	3	5	"bad"
"'''Зеквай''' — Киров улос ысь шур. Бызе Калмез ёрос лэн музъемэтӥз. Усе Вало шуре. Кузьдалаез — 31 иськем. "	18	3	0	0	4	5	"bad"
" '''Пычас''' — Удмуртия|Удмуртиысь шур. Солэн йылыз интыяськемын Ува ёрос ын Петропавлово черкогурт дорын. Шур бызе Ува ёрос лэн но Можга ёрос лэн музъемъёстӥзы. Усе Вало шуре. Кузьдалаез — 33 иськем. Пычас черкогурт шур матын вань. "	35	6	0	2	8	7	"bad"
"'''Нылга''' — Удмуртия|Удмуртиысь шур. Солэн йылыз — ошмес, интыяськемын Ува ёрослэн Эрестем гуртэз дорын. Шур бызе Ува ёрос лэн но Якшур-Бӧдья ёрос лэн музъемъёстӥзы. Усе Вало шуре. Кузьдалаез — 86 иськем. Нылгае усё:
* паллянысь — Нырсевайка, Сия, Лоллезка;
* бурпалась — Уня, Сямпок , Итчейка, Мушковай шур|Мушковай . Шур дурын Нылга черкогурт но Кыйлуд гурт вань. Автомобиль но чугун сюрес выжъёс Нылга вамен ортчо. "	63	6	0	3	11	7	"good"
